-1.00025e-006	3.2
-9.9975e-007	3.2
-9.9925e-007	3.2
-9.9875e-007	3.2
-9.9825e-007	3.2
-9.9775e-007	3.2
-9.9725e-007	3.2
-9.9675e-007	3.2
-9.9625e-007	3.23333
-9.9575e-007	3.2
-9.9525e-007	3.23333
-9.9475e-007	3.2
-9.9425e-007	3.2
-9.9375e-007	3.2
-9.9325e-007	3.2
-9.9275e-007	3.2
-9.9225e-007	3.2
-9.9175e-007	3.2
-9.9125e-007	3.2
-9.9075e-007	3.2
-9.9025e-007	3.2
-9.8975e-007	3.2
-9.8925e-007	3.2
-9.8875e-007	3.2
-9.8825e-007	3.2
-9.8775e-007	3.2
-9.8725e-007	3.2
-9.8675e-007	3.2
-9.8625e-007	3.2
-9.8575e-007	3.2
-9.8525e-007	3.2
-9.8475e-007	3.2
-9.8425e-007	3.2
-9.8375e-007	3.2
-9.8325e-007	3.2
-9.8275e-007	3.2
-9.8225e-007	3.2
-9.8175e-007	3.2
-9.8125e-007	3.2
-9.8075e-007	3.2
-9.8025e-007	3.2
-9.7975e-007	3.2
-9.7925e-007	3.23333
-9.7875e-007	3.2
-9.7825e-007	3.23333
-9.7775e-007	3.2
-9.7725e-007	3.2
-9.7675e-007	3.2
-9.7625e-007	3.2
-9.7575e-007	3.2
-9.7525e-007	3.2
-9.7475e-007	3.2
-9.7425e-007	3.2
-9.7375e-007	3.2
-9.7325e-007	3.2
-9.7275e-007	3.2
-9.7225e-007	3.2
-9.7175e-007	3.2
-9.7125e-007	3.2
-9.7075e-007	3.2
-9.7025e-007	3.2
-9.6975e-007	3.2
-9.6925e-007	3.2
-9.6875e-007	3.2
-9.6825e-007	3.2
-9.6775e-007	3.2
-9.6725e-007	3.2
-9.6675e-007	3.2
-9.6625e-007	3.16667
-9.6575e-007	3.2
-9.6525e-007	3.2
-9.6475e-007	3.2
-9.6425e-007	3.2
-9.6375e-007	3.2
-9.6325e-007	3.23333
-9.6275e-007	3.2
-9.6225e-007	3.23333
-9.6175e-007	3.2
-9.6125e-007	3.2
-9.6075e-007	3.2
-9.6025e-007	3.2
-9.5975e-007	3.2
-9.5925e-007	3.2
-9.5875e-007	3.2
-9.5825e-007	3.2
-9.5775e-007	3.2
-9.5725e-007	3.2
-9.5675e-007	3.2
-9.5625e-007	3.2
-9.5575e-007	3.2
-9.5525e-007	3.2
-9.5475e-007	3.2
-9.5425e-007	3.2
-9.5375e-007	3.2
-9.5325e-007	3.2
-9.5275e-007	3.2
-9.5225e-007	3.2
-9.5175e-007	3.2
-9.5125e-007	3.2
-9.5075e-007	3.2
-9.5025e-007	3.2
-9.4975e-007	3.2
-9.4925e-007	3.2
-9.4875e-007	3.2
-9.4825e-007	3.2
-9.4775e-007	3.2
-9.4725e-007	3.2
-9.4675e-007	3.2
-9.4625e-007	3.2
-9.4575e-007	3.2
-9.4525e-007	3.2
-9.4475e-007	3.2
